VALOR;VIGENCIADESDE;VIGENCIAHASTA
2,106.97;13/06/2000;13/06/2000
2,122.24;14/06/2000;14/06/2000
2,111.09;15/06/2000;15/06/2000
2,110.57;16/06/2000;16/06/2000
2,114.80;17/06/2000;19/06/2000
2,115.15;20/06/2000;20/06/2000
2,123.58;21/06/2000;21/06/2000
2,134.34;22/06/2000;22/06/2000
2,129.13;23/06/2000;23/06/2000
2,123.99;24/06/2000;27/06/2000
2,135.65;28/06/2000;28/06/2000
2,136.22;29/06/2000;29/06/2000
2,139.11;30/06/2000;30/06/2000
2,150.76;01/07/2000;04/07/2000
998.31;12/12/1996;12/12/1996
1,947.55;04/02/2000;04/02/2000
2,021.68;11/05/2000;11/05/2000
2,031.96;12/05/2000;12/05/2000
2,039.29;13/05/2000;15/05/2000
2,035.54;16/05/2000;16/05/2000
2,037.10;17/05/2000;17/05/2000
2,047.79;18/05/2000;18/05/2000
2,055.35;19/05/2000;19/05/2000
1,986.96;07/04/2000;07/04/2000
1,996.24;08/04/2000;10/04/2000
1,998.25;11/04/2000;11/04/2000
1,986.75;12/04/2000;12/04/2000
1,987.38;13/04/2000;13/04/2000
1,987.36;14/04/2000;14/04/2000
1,987.39;15/04/2000;17/04/2000
1,996.29;18/04/2000;18/04/2000
2,003.02;19/04/2000;19/04/2000
1,996.07;20/04/2000;24/04/2000
2,001.62;03/05/2000;03/05/2000
2,015.92;04/05/2000;04/05/2000
2,027.26;05/05/2000;05/05/2000
2,033.17;06/05/2000;08/05/2000
2,044.59;09/05/2000;09/05/2000
1,991.17;25/04/2000;25/04/2000
1,988.65;26/04/2000;26/04/2000
1,998.95;27/04/2000;27/04/2000
2,002.95;28/04/2000;28/04/2000
2,004.47;29/04/2000;02/05/2000
1,958.12;01/04/2000;03/04/2000
1,963.22;04/04/2000;04/04/2000
1,964.10;05/04/2000;05/04/2000
1,968.92;06/04/2000;06/04/2000
1,959.84;23/03/2000;23/03/2000
1,954.57;24/03/2000;24/03/2000
1,954.83;25/03/2000;27/03/2000
1,958.93;28/03/2000;28/03/2000
1,955.14;29/03/2000;29/03/2000
1,949.75;30/03/2000;30/03/2000
1,948.60;05/02/2000;07/02/2000
1,950.59;08/02/2000;08/02/2000
1,949.54;09/02/2000;09/02/2000
1,946.51;10/02/2000;10/02/2000
1,952.29;11/02/2000;11/02/2000
1,948.16;12/02/2000;14/02/2000
1,950.77;15/02/2000;15/02/2000
1,949.61;16/02/2000;16/02/2000
1,946.79;17/02/2000;17/02/2000
1,945.31;18/02/2000;18/02/2000
1,947.41;19/02/2000;21/02/2000
1,943.83;22/02/2000;22/02/2000
1,941.54;23/02/2000;23/02/2000
1,944.18;24/02/2000;24/02/2000
1,947.72;25/02/2000;25/02/2000
1,947.28;26/02/2000;28/02/2000
1,946.17;29/02/2000;29/02/2000
1,948.05;01/03/2000;01/03/2000
1,950.88;02/03/2000;02/03/2000
1,956.80;03/03/2000;03/03/2000
1,961.16;04/03/2000;06/03/2000
1,965.63;07/03/2000;07/03/2000
1,964.26;08/03/2000;08/03/2000
1,960.47;09/03/2000;09/03/2000
1,959.77;10/03/2000;10/03/2000
1,958.48;11/03/2000;13/03/2000
1,957.50;14/03/2000;14/03/2000
1,955.75;15/03/2000;15/03/2000
1,954.26;16/03/2000;16/03/2000
1,950.01;17/03/2000;17/03/2000
1,952.98;18/03/2000;21/03/2000
1,956.98;22/03/2000;22/03/2000
631.51;05/12/1991;05/12/1991
627.16;06/12/1991;06/12/1991
638.06;07/12/1991;09/12/1991
622.92;10/12/1991;10/12/1991
763.38;09/03/1993;09/03/1993
763.90;10/03/1993;10/03/1993
764.74;11/03/1993;11/03/1993
765.19;12/03/1993;12/03/1993
764.29;16/03/1993;16/03/1993
765.06;17/03/1993;17/03/1993
766.12;18/03/1993;18/03/1993
766.42;19/03/1993;19/03/1993
766.84;20/03/1993;23/03/1993
766.63;24/03/1993;24/03/1993
797.63;22/07/1993;22/07/1993
798.17;23/07/1993;23/07/1993
798.83;24/07/1993;26/07/1993
799.17;27/07/1993;27/07/1993
799.96;28/07/1993;28/07/1993
800.42;29/07/1993;29/07/1993
801.04;30/07/1993;30/07/1993
801.35;31/07/1993;02/08/1993
627.46;11/12/1991;11/12/1991
633.09;12/12/1991;12/12/1991
632.35;13/12/1991;13/12/1991
630.91;14/12/1991;16/12/1991
626.23;17/12/1991;17/12/1991
1,925.49;01/10/2009;01/10/2009
1,918.87;02/10/2009;02/10/2009
1,919.75;03/10/2009;05/10/2009
1,925.57;06/10/2009;06/10/2009
1,906.59;07/10/2009;07/10/2009
1,897.31;08/10/2009;08/10/2009
1,870.96;09/10/2009;09/10/2009
1,857.21;10/10/2009;13/10/2009
1,825.68;14/10/2009;14/10/2009
1,830.38;15/10/2009;15/10/2009
1,838.26;16/10/2009;16/10/2009
1,843.81;17/10/2009;19/10/2009
1,858.40;20/10/2009;20/10/2009
1,913.98;21/10/2009;21/10/2009
1,910.04;22/10/2009;22/10/2009
1,914.89;23/10/2009;23/10/2009
1,924.35;24/10/2009;26/10/2009
1,932.81;27/10/2009;27/10/2009
1,977.26;28/10/2009;28/10/2009
2,006.18;29/10/2009;29/10/2009
2,004.37;30/10/2009;30/10/2009
1,993.80;31/10/2009;03/11/2009
2,008.72;04/11/2009;04/11/2009
1,963.70;05/11/2009;05/11/2009
1,958.24;06/11/2009;06/11/2009
1,981.61;07/11/2009;09/11/2009
1,968.45;10/11/2009;10/11/2009
1,969.52;11/11/2009;12/11/2009
1,976.89;13/11/2009;13/11/2009
1,971.27;14/11/2009;17/11/2009
1,966.22;18/11/2009;18/11/2009
1,953.45;19/11/2009;19/11/2009
1,962.33;20/11/2009;20/11/2009
1,974.47;21/11/2009;23/11/2009
1,964.92;24/11/2009;24/11/2009
1,969.01;25/11/2009;25/11/2009
1,974.14;26/11/2009;27/11/2009
1,997.47;28/11/2009;30/11/2009
1,795.40;12/09/2012;12/09/2012
1,802.22;13/09/2012;13/09/2012
1,799.57;14/09/2012;14/09/2012
1,789.54;15/09/2012;17/09/2012
1,799.77;18/09/2012;18/09/2012
1,800.19;19/09/2012;19/09/2012
1,795.66;20/09/2012;20/09/2012
1,798.98;21/09/2012;21/09/2012
1,796.75;22/09/2012;24/09/2012
1,799.29;25/09/2012;25/09/2012
1,795.69;26/09/2012;26/09/2012
1,799.55;27/09/2012;27/09/2012
1,798.08;28/09/2012;28/09/2012
1,800.52;29/09/2012;01/10/2012
1,797.97;02/10/2012;02/10/2012
1,798.86;03/10/2012;03/10/2012
1,800.43;04/10/2012;04/10/2012
1,797.68;05/10/2012;05/10/2012
1,795.40;06/10/2012;09/10/2012
1,798.32;10/10/2012;10/10/2012
1,799.78;11/10/2012;11/10/2012
1,797.68;12/10/2012;12/10/2012
1,797.68;13/10/2012;16/10/2012
1,797.81;17/10/2012;17/10/2012
1,798.53;18/10/2012;18/10/2012
1,797.66;19/10/2012;19/10/2012
1,798.42;20/10/2012;22/10/2012
1,802.91;23/10/2012;23/10/2012
1,816.60;24/10/2012;24/10/2012
1,817.25;25/10/2012;25/10/2012
1,816.97;26/10/2012;26/10/2012
1,823.18;27/10/2012;29/10/2012
1,830.45;30/10/2012;30/10/2012
1,829.89;31/10/2012;31/10/2012
1,831.25;01/11/2012;01/11/2012
1,825.50;02/11/2012;02/11/2012
1,828.80;03/11/2012;06/11/2012
1,814.99;07/11/2012;07/11/2012
1,814.83;08/11/2012;08/11/2012
1,814.21;09/11/2012;09/11/2012
1,816.99;10/11/2012;13/11/2012
1,819.30;14/11/2012;14/11/2012
1,818.20;15/11/2012;15/11/2012
1,822.61;16/11/2012;16/11/2012
1,823.46;17/11/2012;19/11/2012
1,817.67;20/11/2012;20/11/2012
1,815.58;21/11/2012;21/11/2012
1,815.76;22/11/2012;23/11/2012
1,820.18;24/11/2012;26/11/2012
1,824.12;27/11/2012;27/11/2012
1,823.54;28/11/2012;28/11/2012
1,825.08;29/11/2012;29/11/2012
1,817.93;30/11/2012;30/11/2012
1,813.72;01/12/2012;03/12/2012
1,813.73;04/12/2012;04/12/2012
1,813.57;05/12/2012;05/12/2012
1,811.05;06/12/2012;06/12/2012
1,803.69;07/12/2012;07/12/2012
1,797.45;08/12/2012;10/12/2012
1,799.40;11/12/2012;11/12/2012
1,801.50;12/12/2012;12/12/2012
1,796.31;13/12/2012;13/12/2012
1,795.05;14/12/2012;14/12/2012
1,798.37;15/12/2012;17/12/2012
1,796.98;18/12/2012;18/12/2012
1,794.14;19/12/2012;19/12/2012
1,790.46;20/12/2012;20/12/2012
1,788.87;21/12/2012;21/12/2012
1,779.79;22/12/2012;24/12/2012
1,773.44;25/12/2012;26/12/2012
1,771.49;27/12/2012;27/12/2012
1,771.54;28/12/2012;28/12/2012
1,768.23;29/12/2012;02/01/2013
1,759.97;03/01/2013;03/01/2013
1,760.83;04/01/2013;04/01/2013
1,767.54;05/01/2013;08/01/2013
1,771.31;09/01/2013;09/01/2013
1,767.96;10/01/2013;10/01/2013
1,761.50;11/01/2013;11/01/2013
1,762.38;12/01/2013;14/01/2013
1,758.45;15/01/2013;15/01/2013
1,769.88;16/01/2013;16/01/2013
1,775.15;17/01/2013;17/01/2013
1,767.78;18/01/2013;18/01/2013
1,767.74;19/01/2013;22/01/2013
1,776.96;23/01/2013;23/01/2013
1,778.69;24/01/2013;24/01/2013
1,779.73;25/01/2013;25/01/2013
1,779.25;26/01/2013;28/01/2013
1,779.84;29/01/2013;29/01/2013
1,776.09;30/01/2013;30/01/2013
1,773.24;31/01/2013;31/01/2013
1,775.65;01/02/2013;01/02/2013
1,776.20;02/02/2013;04/02/2013
1,785.92;05/02/2013;05/02/2013
1,789.09;06/02/2013;06/02/2013
1,791.24;07/02/2013;07/02/2013
1,795.21;08/02/2013;08/02/2013
1,895.75;24/06/2010;24/06/2010
1,896.87;25/06/2010;25/06/2010
1,900.36;26/06/2010;28/06/2010
1,901.65;29/06/2010;29/06/2010
1,916.46;30/06/2010;30/06/2010
1,913.15;01/07/2010;01/07/2010
1,897.33;02/07/2010;02/07/2010
1,884.31;03/07/2010;06/07/2010
1,882.47;07/07/2010;07/07/2010
1,901.38;08/07/2010;08/07/2010
1,862.05;27/01/2011;27/01/2011
1,858.70;28/01/2011;28/01/2011
1,857.98;29/01/2011;31/01/2011
1,867.82;01/02/2011;01/02/2011
1,853.33;02/02/2011;02/02/2011
1,863.03;04/02/2011;04/02/2011
2,793.36;24/09/2002;24/09/2002
2,810.46;25/09/2002;25/09/2002
2,802.32;26/09/2002;26/09/2002
2,579.59;28/10/2004;28/10/2004
2,585.80;29/10/2004;29/10/2004
2,575.19;30/10/2004;02/11/2004
2,568.08;03/11/2004;03/11/2004
2,561.28;04/11/2004;04/11/2004
2,550.37;05/11/2004;05/11/2004
2,547.79;06/11/2004;08/11/2004
2,544.65;09/11/2004;09/11/2004
2,542.20;10/11/2004;10/11/2004
2,540.47;11/11/2004;12/11/2004
2,541.98;13/11/2004;16/11/2004
2,535.89;17/11/2004;17/11/2004
2,523.41;18/11/2004;18/11/2004
2,515.32;19/11/2004;19/11/2004
2,517.86;20/11/2004;22/11/2004
2,521.81;23/11/2004;23/11/2004
2,509.79;24/11/2004;24/11/2004
2,501.88;25/11/2004;26/11/2004
2,484.36;27/11/2004;29/11/2004
2,479.10;30/11/2004;30/11/2004
2,479.18;01/12/2004;01/12/2004
2,472.12;02/12/2004;02/12/2004
2,481.93;03/12/2004;03/12/2004
2,475.23;04/12/2004;06/12/2004
2,466.71;07/12/2004;07/12/2004
2,455.12;08/12/2004;09/12/2004
2,464.19;10/12/2004;10/12/2004
2,440.72;11/12/2004;13/12/2004
2,416.29;14/12/2004;14/12/2004
2,385.10;15/12/2004;15/12/2004
2,376.37;16/12/2004;16/12/2004
2,365.75;17/12/2004;17/12/2004
2,361.46;18/12/2004;20/12/2004
2,329.79;21/12/2004;21/12/2004
2,316.12;22/12/2004;22/12/2004
2,381.03;23/12/2004;23/12/2004
2,404.40;24/12/2004;24/12/2004
2,375.99;25/12/2004;27/12/2004
2,385.32;28/12/2004;28/12/2004
2,415.37;29/12/2004;29/12/2004
2,412.10;30/12/2004;30/12/2004
2,389.75;31/12/2004;03/01/2005
2,338.84;04/01/2005;04/01/2005
2,315.45;05/01/2005;05/01/2005
2,344.45;06/01/2005;06/01/2005
2,386.67;07/01/2005;07/01/2005
2,358.54;08/01/2005;11/01/2005
2,380.96;12/01/2005;12/01/2005
2,358.64;13/01/2005;13/01/2005
2,340.42;14/01/2005;14/01/2005
2,351.23;15/01/2005;18/01/2005
2,371.77;19/01/2005;19/01/2005
2,363.69;20/01/2005;20/01/2005
2,381.54;21/01/2005;21/01/2005
2,373.86;22/01/2005;24/01/2005
2,370.77;25/01/2005;25/01/2005
2,370.08;26/01/2005;26/01/2005
2,370.95;27/01/2005;27/01/2005
2,372.63;28/01/2005;28/01/2005
2,367.76;29/01/2005;31/01/2005
2,363.75;01/02/2005;01/02/2005
2,358.16;02/02/2005;02/02/2005
2,364.13;03/02/2005;03/02/2005
2,365.08;04/02/2005;04/02/2005
2,361.92;05/02/2005;07/02/2005
2,365.79;08/02/2005;08/02/2005
2,364.16;09/02/2005;09/02/2005
2,358.61;10/02/2005;10/02/2005
2,344.94;11/02/2005;11/02/2005
3,389.94;31/10/2019;31/10/2019
3,207.66;09/07/2019;09/07/2019
3,457.89;28/08/2019;28/08/2019
3,384.21;13/11/2019;13/11/2019
3,502.92;28/11/2019;29/11/2019
1,998.45;01/12/2009;01/12/2009
1,990.29;02/12/2009;02/12/2009
1,990.80;03/12/2009;03/12/2009
1,989.94;04/12/2009;04/12/2009
2,003.94;05/12/2009;07/12/2009
2,009.45;08/12/2009;09/12/2009
2,016.73;10/12/2009;10/12/2009
2,016.17;11/12/2009;11/12/2009
1,787.65;15/05/2008;15/05/2008
1,792.94;16/05/2008;16/05/2008
1,785.04;17/05/2008;19/05/2008
1,779.35;20/05/2008;20/05/2008
1,787.59;21/05/2008;21/05/2008
1,779.48;22/05/2008;22/05/2008
1,779.59;23/05/2008;23/05/2008
1,777.98;24/05/2008;27/05/2008
1,772.55;28/05/2008;28/05/2008
1,767.41;29/05/2008;29/05/2008
1,755.95;30/05/2008;30/05/2008
1,744.01;31/05/2008;03/06/2008
1,730.61;04/06/2008;04/06/2008
1,728.76;05/06/2008;05/06/2008
1,709.95;06/06/2008;06/06/2008
1,702.44;07/06/2008;09/06/2008
1,687.13;10/06/2008;10/06/2008
1,696.79;11/06/2008;11/06/2008
1,700.94;12/06/2008;12/06/2008
1,705.35;13/06/2008;13/06/2008
1,707.87;14/06/2008;16/06/2008
1,684.52;17/06/2008;17/06/2008
1,655.42;18/06/2008;18/06/2008
1,652.41;19/06/2008;19/06/2008
1,670.31;20/06/2008;20/06/2008
1,678.82;21/06/2008;23/06/2008
1,713.63;24/06/2008;24/06/2008
1,748.04;25/06/2008;25/06/2008
1,783.44;26/06/2008;26/06/2008
1,832.81;27/06/2008;27/06/2008
1,923.02;28/06/2008;01/07/2008
1,748.43;04/07/2008;07/07/2008
1,719.48;08/07/2008;08/07/2008
2,054.90;28/02/2014;28/02/2014
2,046.75;01/03/2014;03/03/2014
2,052.51;04/03/2014;04/03/2014
2,047.75;05/03/2014;05/03/2014
2,045.14;06/03/2014;06/03/2014
2,030.02;07/03/2014;07/03/2014
2,036.20;08/03/2014;10/03/2014
2,042.78;11/03/2014;11/03/2014
2,043.59;12/03/2014;12/03/2014
2,047.59;13/03/2014;13/03/2014
2,044.48;14/03/2014;14/03/2014
1,728.74;10/07/2008;10/07/2008
1,768.09;11/07/2008;11/07/2008
1,778.80;12/07/2008;14/07/2008
1,753.51;15/07/2008;15/07/2008
1,777.17;16/07/2008;16/07/2008
1,736.49;09/07/2008;09/07/2008
1,768.53;17/07/2008;17/07/2008
1,757.79;18/07/2008;18/07/2008
1,788.24;19/07/2008;21/07/2008
1,802.01;22/07/2008;22/07/2008
1,797.43;23/07/2008;23/07/2008
1,772.25;24/07/2008;24/07/2008
1,777.10;25/07/2008;25/07/2008
1,785.17;26/07/2008;28/07/2008
1,764.48;29/07/2008;29/07/2008
1,789.68;30/07/2008;30/07/2008
1,792.24;31/07/2008;31/07/2008
1,800.54;01/08/2008;01/08/2008
1,779.97;02/08/2008;04/08/2008
1,771.31;05/08/2008;05/08/2008
1,772.16;06/08/2008;06/08/2008
1,782.92;07/08/2008;08/08/2008
1,816.25;09/08/2008;11/08/2008
1,821.76;12/08/2008;12/08/2008
1,836.25;13/08/2008;13/08/2008
1,854.16;14/08/2008;14/08/2008
1,853.45;15/08/2008;15/08/2008
1,882.11;16/08/2008;19/08/2008
1,891.99;20/08/2008;20/08/2008
1,880.69;21/08/2008;21/08/2008
1,864.26;22/08/2008;22/08/2008
1,872.07;23/08/2008;25/08/2008
1,873.94;26/08/2008;26/08/2008
1,892.06;27/08/2008;27/08/2008
1,887.71;28/08/2008;28/08/2008
1,041.76;15/08/1996;15/08/1996
1,051.82;16/08/1996;16/08/1996
1,047.90;17/08/1996;20/08/1996
1,044.54;21/08/1996;21/08/1996
1,037.43;22/08/1996;22/08/1996
1,040.15;23/08/1996;23/08/1996
1,037.10;24/08/1996;26/08/1996
1,041.64;27/08/1996;27/08/1996
1,044.54;28/08/1996;28/08/1996
1,046.70;29/08/1996;29/08/1996
1,045.02;30/08/1996;30/08/1996
1,054.87;02/08/1996;02/08/1996
1,054.10;03/08/1996;05/08/1996
1,042.32;31/08/1996;02/09/1996
1,044.38;03/09/1996;03/09/1996
1,045.27;04/09/1996;04/09/1996
1,044.09;05/09/1996;05/09/1996
1,043.93;06/09/1996;06/09/1996
1,045.87;07/09/1996;09/09/1996
1,047.95;10/09/1996;10/09/1996
1,051.64;11/09/1996;11/09/1996
1,047.26;12/09/1996;12/09/1996
1,047.66;13/09/1996;13/09/1996
745.79;05/02/1993;05/02/1993
746.56;06/02/1993;08/02/1993
745.45;09/02/1993;09/02/1993
745.49;10/02/1993;10/02/1993
745.38;11/02/1993;11/02/1993
748.22;12/02/1993;12/02/1993
748.88;13/02/1993;15/02/1993
748.18;16/02/1993;16/02/1993
749.69;17/02/1993;17/02/1993
750.75;18/02/1993;18/02/1993
752.47;19/02/1993;19/02/1993
751.96;20/02/1993;22/02/1993
752.52;23/02/1993;23/02/1993
753.33;24/02/1993;24/02/1993
745.73;04/02/1993;04/02/1993
755.07;25/02/1993;25/02/1993
759.20;26/02/1993;26/02/1993
758.03;27/02/1993;01/03/1993
757.89;02/03/1993;02/03/1993
760.71;03/03/1993;03/03/1993
762.68;04/03/1993;04/03/1993
762.04;05/03/1993;05/03/1993
762.20;06/03/1993;08/03/1993
784.80;12/06/1993;15/06/1993
785.90;16/06/1993;16/06/1993
786.64;17/06/1993;17/06/1993
787.49;18/06/1993;18/06/1993
786.77;19/06/1993;22/06/1993
787.06;23/06/1993;23/06/1993
786.42;24/06/1993;24/06/1993
786.72;25/06/1993;25/06/1993
786.96;26/06/1993;28/06/1993
786.80;29/06/1993;29/06/1993
787.12;30/06/1993;30/06/1993
786.10;01/07/1993;01/07/1993
787.51;02/07/1993;02/07/1993
788.65;03/07/1993;06/07/1993
789.47;07/07/1993;07/07/1993
785.79;11/06/1993;11/06/1993
790.58;08/07/1993;08/07/1993
791.73;09/07/1993;09/07/1993
793.18;10/07/1993;12/07/1993
794.67;13/07/1993;13/07/1993
795.66;14/07/1993;14/07/1993
797.00;15/07/1993;15/07/1993
797.06;16/07/1993;16/07/1993
797.31;17/07/1993;19/07/1993
797.41;20/07/1993;21/07/1993
839.14;04/05/1994;04/05/1994
841.00;05/05/1994;05/05/1994
841.25;06/05/1994;06/05/1994
841.70;07/05/1994;09/05/1994
841.27;10/05/1994;10/05/1994
841.33;11/05/1994;11/05/1994
841.92;12/05/1994;12/05/1994
843.24;13/05/1994;13/05/1994
842.23;14/05/1994;17/05/1994
842.21;18/05/1994;18/05/1994
842.83;19/05/1994;19/05/1994
842.64;20/05/1994;20/05/1994
842.33;21/05/1994;23/05/1994
842.92;24/05/1994;24/05/1994
843.08;25/05/1994;25/05/1994
842.22;26/05/1994;26/05/1994
841.86;27/05/1994;27/05/1994
840.93;28/05/1994;30/05/1994
841.12;31/05/1994;31/05/1994
841.93;01/06/1994;01/06/1994
842.00;02/06/1994;02/06/1994
841.44;03/06/1994;03/06/1994
840.37;04/06/1994;07/06/1994
839.56;08/06/1994;08/06/1994
838.03;09/06/1994;09/06/1994
834.96;10/06/1994;10/06/1994
833.19;11/06/1994;14/06/1994
833.16;15/06/1994;15/06/1994
2,346.04;12/02/2005;14/02/2005
2,338.27;15/02/2005;15/02/2005
2,330.62;16/02/2005;16/02/2005
2,331.70;17/02/2005;17/02/2005
2,327.45;18/02/2005;18/02/2005
2,318.12;19/02/2005;22/02/2005
2,311.83;23/02/2005;23/02/2005
2,308.58;24/02/2005;24/02/2005
2,308.70;25/02/2005;25/02/2005
2,323.77;26/02/2005;28/02/2005
2,327.98;01/03/2005;01/03/2005
2,329.67;02/03/2005;02/03/2005
2,333.65;03/03/2005;03/03/2005
2,333.70;04/03/2005;04/03/2005
2,338.93;05/03/2005;07/03/2005
2,324.89;08/03/2005;08/03/2005
2,325.69;09/03/2005;09/03/2005
2,334.11;10/03/2005;10/03/2005
2,340.34;11/03/2005;11/03/2005
2,332.72;12/03/2005;14/03/2005
2,649.32;09/08/2002;09/08/2002
2,568.80;10/08/2002;12/08/2002
2,595.80;13/08/2002;13/08/2002
2,657.98;14/08/2002;14/08/2002
2,635.87;15/08/2002;15/08/2002
2,648.77;16/08/2002;16/08/2002
2,663.61;17/08/2002;20/08/2002
2,620.91;21/08/2002;21/08/2002
2,626.17;22/08/2002;22/08/2002
2,652.96;23/08/2002;23/08/2002
2,643.37;24/08/2002;26/08/2002
2,653.29;27/08/2002;27/08/2002
2,672.25;28/08/2002;28/08/2002
2,688.64;29/08/2002;29/08/2002
2,712.46;30/08/2002;30/08/2002
2,703.55;31/08/2002;02/09/2002
2,679.51;03/09/2002;03/09/2002
2,677.39;04/09/2002;04/09/2002
2,694.51;05/09/2002;05/09/2002
2,714.77;06/09/2002;06/09/2002
2,712.14;07/09/2002;09/09/2002
2,703.63;10/09/2002;10/09/2002
2,707.58;11/09/2002;11/09/2002
2,718.85;12/09/2002;12/09/2002
2,730.91;13/09/2002;13/09/2002
2,741.29;14/09/2002;16/09/2002
2,758.95;17/09/2002;17/09/2002
2,783.44;18/09/2002;18/09/2002
2,785.81;19/09/2002;19/09/2002
2,789.01;20/09/2002;20/09/2002
2,815.05;21/09/2002;23/09/2002
2,825.32;27/09/2002;27/09/2002
2,828.08;28/09/2002;30/09/2002
1,792.68;06/08/2011;08/08/2011
1,811.18;09/08/2011;09/08/2011
1,872.01;05/02/2011;07/02/2011
1,871.81;08/02/2011;08/02/2011
1,875.32;09/02/2011;09/02/2011
1,891.54;10/02/2011;10/02/2011
1,889.10;11/02/2011;11/02/2011
1,880.37;12/02/2011;14/02/2011
1,891.84;15/02/2011;15/02/2011
1,902.01;16/02/2011;16/02/2011
1,907.69;17/02/2011;17/02/2011
1,893.46;18/02/2011;18/02/2011
1,879.15;19/02/2011;22/02/2011
1,889.69;23/02/2011;23/02/2011
1,898.28;24/02/2011;24/02/2011
1,898.39;25/02/2011;25/02/2011
1,895.56;26/02/2011;28/02/2011
1,907.37;01/03/2011;01/03/2011
1,913.21;02/03/2011;02/03/2011
1,916.05;03/03/2011;03/03/2011
1,904.73;04/03/2011;04/03/2011
1,890.23;05/03/2011;07/03/2011
1,893.17;08/03/2011;08/03/2011
1,889.85;09/03/2011;09/03/2011
1,879.49;10/03/2011;10/03/2011
1,871.97;11/03/2011;11/03/2011
1,866.20;12/03/2011;14/03/2011
1,876.29;15/03/2011;15/03/2011
1,887.67;16/03/2011;16/03/2011
1,892.62;17/03/2011;17/03/2011
1,876.78;18/03/2011;18/03/2011
1,874.79;19/03/2011;22/03/2011
1,866.34;23/03/2011;23/03/2011
1,867.74;24/03/2011;24/03/2011
1,865.11;25/03/2011;25/03/2011
1,871.37;26/03/2011;28/03/2011
1,877.84;29/03/2011;29/03/2011
1,888.00;30/03/2011;30/03/2011
1,879.47;31/03/2011;31/03/2011
1,870.60;01/04/2011;01/04/2011
1,858.95;02/04/2011;04/04/2011
1,846.78;05/04/2011;05/04/2011
1,838.29;06/04/2011;06/04/2011
1,826.97;07/04/2011;07/04/2011
1,825.09;08/04/2011;08/04/2011
1,817.35;09/04/2011;11/04/2011
1,815.79;12/04/2011;12/04/2011
1,818.14;13/04/2011;13/04/2011
1,818.91;14/04/2011;14/04/2011
1,811.10;15/04/2011;15/04/2011
1,800.63;16/04/2011;18/04/2011
1,799.79;19/04/2011;19/04/2011
1,790.54;20/04/2011;20/04/2011
1,782.59;21/04/2011;25/04/2011
1,781.56;26/04/2011;26/04/2011
1,787.88;27/04/2011;27/04/2011
1,784.11;28/04/2011;28/04/2011
1,767.54;29/04/2011;29/04/2011
1,768.19;30/04/2011;02/05/2011
1,768.37;03/05/2011;03/05/2011
1,767.05;04/05/2011;04/05/2011
1,763.45;05/05/2011;05/05/2011
1,769.46;06/05/2011;06/05/2011
1,763.12;07/05/2011;09/05/2011
1,779.70;10/05/2011;10/05/2011
1,791.72;11/05/2011;11/05/2011
1,798.66;12/05/2011;12/05/2011
1,807.86;13/05/2011;13/05/2011
1,805.37;14/05/2011;16/05/2011
1,814.98;17/05/2011;17/05/2011
1,826.03;18/05/2011;18/05/2011
1,824.62;19/05/2011;19/05/2011
1,814.99;20/05/2011;20/05/2011
1,819.86;21/05/2011;23/05/2011
1,828.12;24/05/2011;24/05/2011
1,828.64;25/05/2011;25/05/2011
1,831.58;26/05/2011;26/05/2011
1,829.75;27/05/2011;27/05/2011
1,817.34;28/05/2011;31/05/2011
1,797.83;01/06/2011;01/06/2011
1,789.41;02/06/2011;02/06/2011
1,784.12;03/06/2011;03/06/2011
1,785.05;04/06/2011;07/06/2011
1,770.13;08/06/2011;08/06/2011
1,769.83;09/06/2011;09/06/2011
1,772.59;10/06/2011;10/06/2011
1,774.94;11/06/2011;13/06/2011
1,777.64;14/06/2011;14/06/2011
1,774.24;15/06/2011;15/06/2011
1,781.40;16/06/2011;16/06/2011
1,793.92;17/06/2011;17/06/2011
1,787.80;18/06/2011;20/06/2011
1,789.47;21/06/2011;21/06/2011
1,780.48;22/06/2011;22/06/2011
1,779.10;23/06/2011;23/06/2011
1,788.11;24/06/2011;24/06/2011
1,787.80;25/06/2011;28/06/2011
1,786.73;29/06/2011;29/06/2011
1,780.16;30/06/2011;30/06/2011
1,772.32;01/07/2011;01/07/2011
1,762.59;02/07/2011;05/07/2011
1,766.57;06/07/2011;06/07/2011
1,767.47;07/07/2011;07/07/2011
1,759.38;08/07/2011;08/07/2011
1,759.41;09/07/2011;11/07/2011
1,768.42;12/07/2011;12/07/2011
1,765.32;13/07/2011;13/07/2011
1,758.25;14/07/2011;14/07/2011
1,748.41;15/07/2011;15/07/2011
1,750.90;16/07/2011;18/07/2011
1,758.99;19/07/2011;19/07/2011
1,757.49;20/07/2011;21/07/2011
1,756.38;22/07/2011;22/07/2011
1,757.35;23/07/2011;25/07/2011
1,768.02;26/07/2011;26/07/2011
1,759.88;27/07/2011;27/07/2011
1,764.89;28/07/2011;28/07/2011
1,771.15;29/07/2011;29/07/2011
1,777.82;30/07/2011;01/08/2011
1,771.81;02/08/2011;02/08/2011
1,765.53;03/08/2011;03/08/2011
1,772.52;04/08/2011;04/08/2011
1,781.33;05/08/2011;05/08/2011
1,811.68;10/08/2011;10/08/2011
1,800.97;11/08/2011;11/08/2011
2,958.15;01/04/2003;01/04/2003
2,958.56;02/04/2003;02/04/2003
2,850.65;01/10/2002;01/10/2002
2,885.48;02/10/2002;02/10/2002
