VALOR;VIGENCIADESDE;VIGENCIAHASTA
2,636.30;01/08/2002;01/08/2002
2,640.35;02/08/2002;02/08/2002
2,643.03;03/08/2002;05/08/2002
2,663.81;06/08/2002;06/08/2002
2,670.61;07/08/2002;08/08/2002
2,686.54;27/02/2004;27/02/2004
2,682.34;28/02/2004;01/03/2004
2,662.81;02/03/2004;02/03/2004
2,660.42;03/03/2004;03/03/2004
2,670.97;04/03/2004;04/03/2004
2,676.41;05/03/2004;05/03/2004
2,673.29;06/03/2004;08/03/2004
2,675.65;09/03/2004;09/03/2004
2,679.22;10/03/2004;10/03/2004
2,685.17;11/03/2004;11/03/2004
2,683.08;12/03/2004;12/03/2004
2,669.48;13/03/2004;15/03/2004
2,661.45;16/03/2004;16/03/2004
2,648.97;17/03/2004;17/03/2004
2,650.21;18/03/2004;18/03/2004
2,669.07;19/03/2004;19/03/2004
2,669.39;20/03/2004;23/03/2004
2,664.50;24/03/2004;24/03/2004
2,667.05;25/03/2004;25/03/2004
2,679.33;26/03/2004;26/03/2004
2,673.68;27/03/2004;29/03/2004
2,676.93;30/03/2004;30/03/2004
2,678.16;31/03/2004;31/03/2004
2,682.09;01/04/2004;01/04/2004
2,671.01;02/04/2004;02/04/2004
2,666.55;03/04/2004;05/04/2004
2,667.06;06/04/2004;06/04/2004
2,663.05;07/04/2004;07/04/2004
2,659.05;08/04/2004;12/04/2004
2,648.80;13/04/2004;13/04/2004
2,642.55;14/04/2004;14/04/2004
2,631.72;15/04/2004;15/04/2004
2,619.59;16/04/2004;16/04/2004
2,620.19;17/04/2004;19/04/2004
2,628.19;22/04/2004;22/04/2004
2,618.21;23/04/2004;23/04/2004
1,804.06;16/03/2013;18/03/2013
1,809.58;19/03/2013;19/03/2013
1,809.83;20/03/2013;20/03/2013
1,812.35;21/03/2013;21/03/2013
1,822.78;22/03/2013;22/03/2013
1,825.79;23/03/2013;26/03/2013
1,828.95;27/03/2013;27/03/2013
1,832.20;28/03/2013;01/04/2013
1,823.12;02/04/2013;02/04/2013
1,817.14;03/04/2013;03/04/2013
1,819.93;04/04/2013;04/04/2013
1,829.01;05/04/2013;05/04/2013
1,826.88;06/04/2013;08/04/2013
1,817.66;09/04/2013;09/04/2013
1,813.11;10/04/2013;10/04/2013
1,821.20;11/04/2013;11/04/2013
1,823.84;12/04/2013;12/04/2013
1,827.79;13/04/2013;15/04/2013
1,834.86;16/04/2013;16/04/2013
1,833.98;17/04/2013;17/04/2013
1,846.46;18/04/2013;18/04/2013
1,847.02;19/04/2013;19/04/2013
1,835.57;20/04/2013;22/04/2013
1,841.14;23/04/2013;23/04/2013
1,838.03;24/04/2013;24/04/2013
1,836.79;25/04/2013;25/04/2013
1,830.84;26/04/2013;26/04/2013
1,833.70;27/04/2013;29/04/2013
1,828.79;30/04/2013;30/04/2013
1,825.83;01/05/2013;02/05/2013
1,836.34;03/05/2013;03/05/2013
1,835.88;04/05/2013;06/05/2013
1,831.42;07/05/2013;07/05/2013
1,827.13;08/05/2013;08/05/2013
1,830.70;09/05/2013;09/05/2013
1,833.07;10/05/2013;10/05/2013
1,834.83;11/05/2013;14/05/2013
1,838.63;15/05/2013;15/05/2013
1,843.75;16/05/2013;16/05/2013
1,838.82;17/05/2013;17/05/2013
1,841.35;18/05/2013;20/05/2013
1,842.59;21/05/2013;21/05/2013
1,846.76;22/05/2013;22/05/2013
1,850.55;23/05/2013;23/05/2013
1,864.02;24/05/2013;24/05/2013
1,874.10;25/05/2013;28/05/2013
1,897.10;29/05/2013;29/05/2013
1,894.13;30/05/2013;30/05/2013
1,891.48;31/05/2013;31/05/2013
1,907.76;01/06/2013;04/06/2013
1,894.40;05/06/2013;05/06/2013
1,899.08;06/06/2013;06/06/2013
1,907.88;07/06/2013;07/06/2013
1,898.80;08/06/2013;11/06/2013
1,907.12;12/06/2013;12/06/2013
1,897.53;13/06/2013;13/06/2013
1,895.01;14/06/2013;14/06/2013
1,882.38;15/06/2013;17/06/2013
1,883.57;18/06/2013;18/06/2013
1,902.47;19/06/2013;19/06/2013
1,900.87;20/06/2013;20/06/2013
1,937.26;21/06/2013;21/06/2013
1,941.06;22/06/2013;24/06/2013
1,942.97;25/06/2013;25/06/2013
1,928.27;26/06/2013;26/06/2013
1,921.86;27/06/2013;27/06/2013
1,922.63;28/06/2013;28/06/2013
1,929.00;29/06/2013;02/07/2013
1,919.42;03/07/2013;03/07/2013
1,915.45;04/07/2013;05/07/2013
1,927.40;06/07/2013;08/07/2013
1,926.84;09/07/2013;09/07/2013
1,920.12;10/07/2013;10/07/2013
1,920.24;11/07/2013;11/07/2013
1,910.79;12/07/2013;12/07/2013
1,905.25;13/07/2013;15/07/2013
1,893.16;16/07/2013;16/07/2013
1,878.42;17/07/2013;17/07/2013
1,873.25;18/07/2013;18/07/2013
1,883.29;19/07/2013;19/07/2013
1,884.01;20/07/2013;22/07/2013
1,880.87;23/07/2013;23/07/2013
1,886.06;24/07/2013;24/07/2013
1,891.02;25/07/2013;25/07/2013
1,887.40;26/07/2013;26/07/2013
1,886.26;27/07/2013;29/07/2013
1,888.95;30/07/2013;30/07/2013
1,890.33;31/07/2013;31/07/2013
1,896.15;01/08/2013;01/08/2013
1,896.65;02/08/2013;02/08/2013
1,891.67;03/08/2013;05/08/2013
1,883.24;06/08/2013;06/08/2013
1,882.01;07/08/2013;08/08/2013
1,877.23;09/08/2013;09/08/2013
1,873.92;10/08/2013;12/08/2013
1,868.90;13/08/2013;13/08/2013
1,882.36;14/08/2013;14/08/2013
1,883.15;15/08/2013;15/08/2013
1,901.03;16/08/2013;16/08/2013
1,907.06;17/08/2013;20/08/2013
1,922.73;21/08/2013;21/08/2013
1,929.75;22/08/2013;22/08/2013
1,921.99;23/08/2013;23/08/2013
1,911.16;24/08/2013;26/08/2013
1,922.96;27/08/2013;27/08/2013
1,938.26;28/08/2013;28/08/2013
1,939.85;29/08/2013;29/08/2013
1,943.04;30/08/2013;30/08/2013
1,935.43;31/08/2013;03/09/2013
1,946.28;04/09/2013;04/09/2013
1,938.99;05/09/2013;05/09/2013
1,952.11;06/09/2013;06/09/2013
1,947.99;07/09/2013;09/09/2013
1,946.06;10/09/2013;10/09/2013
1,935.55;11/09/2013;11/09/2013
1,923.64;12/09/2013;12/09/2013
1,919.25;13/09/2013;13/09/2013
1,919.54;14/09/2013;16/09/2013
1,917.03;17/09/2013;17/09/2013
1,914.12;18/09/2013;18/09/2013
1,911.30;19/09/2013;19/09/2013
1,887.30;20/09/2013;20/09/2013
1,889.12;21/09/2013;23/09/2013
1,892.89;24/09/2013;24/09/2013
2,349.59;03/05/2005;03/05/2005
2,345.45;04/05/2005;04/05/2005
2,337.08;05/05/2005;05/05/2005
2,338.44;06/05/2005;06/05/2005
2,622.74;24/04/2004;26/04/2004
2,613.94;27/04/2004;27/04/2004
2,620.97;28/04/2004;28/04/2004
2,635.96;29/04/2004;29/04/2004
2,646.99;30/04/2004;30/04/2004
2,655.18;01/05/2004;03/05/2004
2,670.92;04/05/2004;04/05/2004
2,664.79;05/05/2004;05/05/2004
2,658.43;06/05/2004;06/05/2004
2,690.68;07/05/2004;07/05/2004
2,708.02;08/05/2004;10/05/2004
2,731.79;11/05/2004;11/05/2004
2,729.54;12/05/2004;12/05/2004
2,729.01;13/05/2004;13/05/2004
2,741.66;14/05/2004;14/05/2004
2,719.89;15/05/2004;17/05/2004
2,713.30;18/05/2004;18/05/2004
2,725.45;19/05/2004;19/05/2004
2,737.55;20/05/2004;20/05/2004
2,759.79;21/05/2004;21/05/2004
2,766.83;22/05/2004;25/05/2004
2,760.06;26/05/2004;26/05/2004
2,754.83;27/05/2004;27/05/2004
2,745.91;28/05/2004;28/05/2004
2,724.92;29/05/2004;01/06/2004
2,736.39;02/06/2004;02/06/2004
2,727.68;03/06/2004;03/06/2004
2,722.69;04/06/2004;04/06/2004
2,715.37;05/06/2004;07/06/2004
2,707.33;08/06/2004;08/06/2004
2,705.97;09/06/2004;09/06/2004
2,719.34;10/06/2004;10/06/2004
2,732.40;11/06/2004;11/06/2004
2,734.94;12/06/2004;15/06/2004
2,735.05;16/06/2004;16/06/2004
2,725.87;17/06/2004;17/06/2004
2,713.07;18/06/2004;18/06/2004
2,710.99;19/06/2004;22/06/2004
2,709.30;23/06/2004;23/06/2004
2,715.53;24/06/2004;24/06/2004
2,702.60;25/06/2004;25/06/2004
2,697.08;26/06/2004;28/06/2004
2,695.02;29/06/2004;29/06/2004
2,699.58;30/06/2004;30/06/2004
2,694.09;01/07/2004;01/07/2004
2,682.25;02/07/2004;02/07/2004
2,674.10;03/07/2004;06/07/2004
2,672.95;07/07/2004;07/07/2004
2,675.05;08/07/2004;08/07/2004
2,677.42;09/07/2004;09/07/2004
2,668.83;10/07/2004;12/07/2004
2,670.01;13/07/2004;13/07/2004
2,674.41;14/07/2004;14/07/2004
2,662.19;15/07/2004;15/07/2004
2,642.78;16/07/2004;16/07/2004
2,628.30;17/07/2004;19/07/2004
2,632.64;20/07/2004;21/07/2004
2,633.14;22/07/2004;22/07/2004
2,619.84;23/07/2004;23/07/2004
2,628.46;24/07/2004;26/07/2004
2,636.32;27/07/2004;27/07/2004
2,639.72;28/07/2004;28/07/2004
2,634.44;29/07/2004;29/07/2004
2,619.55;30/07/2004;30/07/2004
2,612.44;31/07/2004;02/08/2004
2,613.58;03/08/2004;03/08/2004
2,055.43;29/10/2014;29/10/2014
2,044.55;30/10/2014;30/10/2014
2,050.52;31/10/2014;31/10/2014
2,061.92;01/11/2014;04/11/2014
2,076.99;05/11/2014;05/11/2014
2,081.24;06/11/2014;06/11/2014
2,086.86;07/11/2014;07/11/2014
2,103.25;08/11/2014;10/11/2014
2,103.12;11/11/2014;12/11/2014
2,115.59;13/11/2014;13/11/2014
2,941.08;06/01/2017;06/01/2017
2,919.01;07/01/2017;10/01/2017
2,949.60;11/01/2017;11/01/2017
2,980.80;12/01/2017;12/01/2017
2,930.19;13/01/2017;13/01/2017
2,935.96;14/01/2017;17/01/2017
2,924.77;18/01/2017;18/01/2017
2,934.58;19/01/2017;19/01/2017
2,938.24;20/01/2017;20/01/2017
2,927.91;21/01/2017;23/01/2017
2,908.53;24/01/2017;24/01/2017
2,932.01;25/01/2017;25/01/2017
2,927.53;26/01/2017;26/01/2017
2,936.72;27/01/2017;27/01/2017
2,930.17;28/01/2017;30/01/2017
2,936.66;31/01/2017;31/01/2017
2,921.90;01/02/2017;01/02/2017
2,906.78;02/02/2017;02/02/2017
2,882.20;03/02/2017;03/02/2017
2,855.80;04/02/2017;06/02/2017
2,853.99;07/02/2017;07/02/2017
2,867.76;08/02/2017;08/02/2017
2,879.49;09/02/2017;09/02/2017
2,862.63;10/02/2017;10/02/2017
2,851.98;11/02/2017;13/02/2017
2,875.46;14/02/2017;14/02/2017
2,867.64;15/02/2017;15/02/2017
2,876.03;16/02/2017;16/02/2017
2,875.68;17/02/2017;17/02/2017
2,902.81;18/02/2017;21/02/2017
2,902.68;22/02/2017;22/02/2017
2,893.55;23/02/2017;23/02/2017
2,871.67;24/02/2017;24/02/2017
2,886.52;25/02/2017;27/02/2017
2,896.27;28/02/2017;28/02/2017
2,919.17;01/03/2017;01/03/2017
2,935.75;02/03/2017;02/03/2017
2,960.91;03/03/2017;03/03/2017
2,977.43;04/03/2017;06/03/2017
2,966.67;07/03/2017;07/03/2017
2,972.44;08/03/2017;08/03/2017
2,987.88;09/03/2017;09/03/2017
3,004.43;10/03/2017;10/03/2017
2,980.83;11/03/2017;13/03/2017
2,987.93;14/03/2017;14/03/2017
2,997.73;15/03/2017;15/03/2017
2,972.61;16/03/2017;16/03/2017
2,923.96;17/03/2017;17/03/2017
2,912.53;18/03/2017;21/03/2017
2,904.87;22/03/2017;22/03/2017
2,936.82;23/03/2017;23/03/2017
2,921.25;24/03/2017;24/03/2017
2,899.94;25/03/2017;27/03/2017
2,913.48;28/03/2017;28/03/2017
2,911.99;29/03/2017;29/03/2017
2,888.02;30/03/2017;30/03/2017
2,880.24;31/03/2017;31/03/2017
2,885.57;01/04/2017;03/04/2017
2,866.87;04/04/2017;04/04/2017
2,869.32;05/04/2017;05/04/2017
2,857.65;06/04/2017;06/04/2017
2,853.10;07/04/2017;07/04/2017
2,858.00;08/04/2017;10/04/2017
2,867.13;11/04/2017;11/04/2017
2,868.60;12/04/2017;12/04/2017
2,872.55;13/04/2017;17/04/2017
2,854.89;18/04/2017;18/04/2017
2,837.90;19/04/2017;19/04/2017
2,856.48;20/04/2017;20/04/2017
2,863.39;21/04/2017;21/04/2017
2,868.89;22/04/2017;24/04/2017
2,871.98;25/04/2017;25/04/2017
2,899.13;26/04/2017;26/04/2017
2,928.07;27/04/2017;27/04/2017
2,944.31;28/04/2017;28/04/2017
2,947.85;29/04/2017;02/05/2017
2,945.53;03/05/2017;03/05/2017
2,930.17;04/05/2017;04/05/2017
2,967.44;05/05/2017;05/05/2017
2,961.78;06/05/2017;08/05/2017
2,959.26;09/05/2017;09/05/2017
2,967.24;10/05/2017;10/05/2017
2,949.35;11/05/2017;11/05/2017
2,933.92;12/05/2017;12/05/2017
2,918.69;13/05/2017;15/05/2017
2,194.98;05/10/2000;05/10/2000
2,170.32;26/10/2000;26/10/2000
2,185.06;06/10/2000;06/10/2000
2,187.38;07/10/2000;09/10/2000
2,184.26;10/10/2000;10/10/2000
2,182.17;11/10/2000;11/10/2000
2,175.97;12/10/2000;12/10/2000
2,175.96;13/10/2000;13/10/2000
2,180.69;14/10/2000;17/10/2000
2,178.13;18/10/2000;18/10/2000
2,162.86;19/10/2000;19/10/2000
2,152.31;20/10/2000;20/10/2000
2,159.79;21/10/2000;23/10/2000
2,157.84;24/10/2000;24/10/2000
2,153.18;25/10/2000;25/10/2000
2,167.26;27/10/2000;27/10/2000
2,158.14;28/10/2000;30/10/2000
2,158.36;31/10/2000;31/10/2000
2,147.89;01/11/2000;01/11/2000
2,138.95;02/11/2000;02/11/2000
2,136.73;03/11/2000;03/11/2000
2,139.21;04/11/2000;07/11/2000
2,134.08;08/11/2000;08/11/2000
2,124.84;09/11/2000;09/11/2000
2,127.51;10/11/2000;10/11/2000
2,126.41;11/11/2000;14/11/2000
2,125.17;15/11/2000;15/11/2000
2,125.31;16/11/2000;16/11/2000
2,121.64;17/11/2000;17/11/2000
2,122.63;18/11/2000;20/11/2000
2,122.61;21/11/2000;21/11/2000
2,124.16;22/11/2000;22/11/2000
2,131.76;23/11/2000;23/11/2000
2,141.14;24/11/2000;24/11/2000
2,141.91;25/11/2000;27/11/2000
2,158.05;28/11/2000;28/11/2000
2,169.82;29/11/2000;29/11/2000
2,172.84;30/11/2000;30/11/2000
2,168.60;01/12/2000;01/12/2000
2,174.85;02/12/2000;04/12/2000
2,180.30;05/12/2000;05/12/2000
2,184.18;06/12/2000;06/12/2000
2,174.29;07/12/2000;07/12/2000
2,176.33;08/12/2000;11/12/2000
2,175.57;12/12/2000;12/12/2000
2,183.08;13/12/2000;13/12/2000
2,186.87;14/12/2000;14/12/2000
2,184.76;15/12/2000;15/12/2000
2,175.91;16/12/2000;18/12/2000
2,179.13;19/12/2000;19/12/2000
2,187.17;20/12/2000;20/12/2000
2,185.05;21/12/2000;21/12/2000
2,187.02;22/12/2000;22/12/2000
2,193.57;23/12/2000;26/12/2000
2,196.76;27/12/2000;27/12/2000
2,215.35;28/12/2000;28/12/2000
2,229.18;29/12/2000;02/01/2001
2,219.60;03/01/2001;03/01/2001
2,224.38;04/01/2001;04/01/2001
2,239.89;05/01/2001;05/01/2001
2,243.16;06/01/2001;09/01/2001
2,235.43;10/01/2001;10/01/2001
2,230.14;11/01/2001;11/01/2001
2,246.58;12/01/2001;12/01/2001
2,251.75;13/01/2001;15/01/2001
2,248.61;16/01/2001;16/01/2001
2,245.89;17/01/2001;17/01/2001
2,236.46;18/01/2001;18/01/2001
2,246.74;19/01/2001;19/01/2001
2,244.59;20/01/2001;22/01/2001
2,240.02;23/01/2001;23/01/2001
2,255.82;24/01/2001;24/01/2001
1,345.65;03/07/1998;03/07/1998
1,348.06;04/07/1998;06/07/1998
1,357.78;07/07/1998;07/07/1998
1,368.16;08/07/1998;08/07/1998
1,369.12;09/07/1998;09/07/1998
1,370.45;10/07/1998;10/07/1998
1,374.23;11/07/1998;13/07/1998
1,380.27;14/07/1998;14/07/1998
1,381.22;15/07/1998;15/07/1998
1,378.01;16/07/1998;16/07/1998
1,376.74;17/07/1998;17/07/1998
1,381.54;18/07/1998;21/07/1998
1,380.87;22/07/1998;22/07/1998
1,376.87;23/07/1998;23/07/1998
2,264.01;10/03/2001;12/03/2001
2,275.98;13/03/2001;13/03/2001
2,275.92;14/03/2001;14/03/2001
1,915.72;05/11/2011;08/11/2011
1,908.71;09/11/2011;09/11/2011
1,917.69;10/11/2011;10/11/2011
1,913.65;11/11/2011;15/11/2011
1,915.41;16/11/2011;16/11/2011
1,912.20;17/11/2011;17/11/2011
1,910.83;18/11/2011;18/11/2011
1,917.45;19/11/2011;21/11/2011
1,928.47;22/11/2011;22/11/2011
1,925.39;23/11/2011;23/11/2011
1,932.63;24/11/2011;25/11/2011
1,948.48;26/11/2011;28/11/2011
1,946.28;29/11/2011;29/11/2011
1,967.18;30/11/2011;30/11/2011
1,948.51;01/12/2011;01/12/2011
1,949.56;02/12/2011;02/12/2011
1,938.83;03/12/2011;05/12/2011
1,936.29;06/12/2011;06/12/2011
1,936.11;07/12/2011;07/12/2011
1,930.57;08/12/2011;09/12/2011
1,927.10;10/12/2011;12/12/2011
1,932.30;13/12/2011;13/12/2011
1,929.01;14/12/2011;14/12/2011
1,937.60;15/12/2011;15/12/2011
1,935.96;16/12/2011;16/12/2011
1,935.64;17/12/2011;19/12/2011
1,939.39;20/12/2011;20/12/2011
1,932.08;21/12/2011;21/12/2011
1,935.72;22/12/2011;22/12/2011
1,927.71;23/12/2011;23/12/2011
1,920.93;24/12/2011;27/12/2011
1,920.16;28/12/2011;28/12/2011
1,938.52;29/12/2011;29/12/2011
1,942.70;30/12/2011;03/01/2012
1,915.02;04/01/2012;04/01/2012
1,898.24;05/01/2012;05/01/2012
1,884.44;06/01/2012;06/01/2012
1,884.47;07/01/2012;10/01/2012
1,865.07;11/01/2012;11/01/2012
1,854.17;12/01/2012;12/01/2012
1,842.47;13/01/2012;13/01/2012
1,841.31;14/01/2012;17/01/2012
1,836.34;18/01/2012;18/01/2012
1,827.24;19/01/2012;19/01/2012
1,821.86;20/01/2012;20/01/2012
1,989.70;25/12/2007;26/12/2007
2,878.39;10/10/2003;10/10/2003
2,868.85;11/10/2003;14/10/2003
2,865.32;15/10/2003;15/10/2003
2,873.70;16/10/2003;16/10/2003
2,867.75;17/10/2003;17/10/2003
2,865.04;18/10/2003;20/10/2003
2,864.34;21/10/2003;21/10/2003
2,864.25;22/10/2003;22/10/2003
2,870.01;23/10/2003;23/10/2003
2,872.55;24/10/2003;24/10/2003
2,857.88;25/10/2003;27/10/2003
2,882.77;28/10/2003;28/10/2003
2,879.34;29/10/2003;29/10/2003
2,870.11;30/10/2003;30/10/2003
2,884.17;31/10/2003;31/10/2003
2,878.05;01/11/2003;04/11/2003
2,869.46;05/11/2003;05/11/2003
2,856.34;06/11/2003;06/11/2003
2,854.17;07/11/2003;07/11/2003
2,843.82;08/11/2003;10/11/2003
2,840.41;11/11/2003;12/11/2003
2,845.69;13/11/2003;13/11/2003
2,850.24;14/11/2003;14/11/2003
2,842.53;15/11/2003;18/11/2003
2,831.97;19/11/2003;19/11/2003
2,826.60;20/11/2003;20/11/2003
2,831.10;21/11/2003;21/11/2003
2,836.45;22/11/2003;24/11/2003
2,838.02;25/11/2003;25/11/2003
2,839.20;26/11/2003;26/11/2003
2,838.70;27/11/2003;28/11/2003
2,836.05;29/11/2003;01/12/2003
2,829.08;02/12/2003;02/12/2003
2,817.14;03/12/2003;03/12/2003
2,815.19;04/12/2003;04/12/2003
2,815.33;05/12/2003;05/12/2003
2,808.42;06/12/2003;09/12/2003
2,822.78;10/12/2003;10/12/2003
767.99;26/03/1993;26/03/1993
773.22;17/04/1993;19/04/1993
773.70;20/04/1993;20/04/1993
773.97;21/04/1993;21/04/1993
774.34;22/04/1993;22/04/1993
775.05;23/04/1993;23/04/1993
775.32;24/04/1993;26/04/1993
775.20;27/04/1993;27/04/1993
774.52;28/04/1993;28/04/1993
810.88;21/09/1993;21/09/1993
809.75;22/09/1993;22/09/1993
810.04;23/09/1993;23/09/1993
810.55;24/09/1993;24/09/1993
809.93;25/09/1993;27/09/1993
809.55;28/09/1993;28/09/1993
809.69;29/09/1993;29/09/1993
810.84;30/09/1993;30/09/1993
811.31;01/10/1993;01/10/1993
812.29;02/10/1993;04/10/1993
812.27;05/10/1993;05/10/1993
812.75;06/10/1993;06/10/1993
812.54;07/10/1993;07/10/1993
811.91;08/10/1993;08/10/1993
811.28;09/10/1993;11/10/1993
811.19;12/10/1993;12/10/1993
811.47;13/10/1993;13/10/1993
811.18;18/09/1993;20/09/1993
811.46;14/10/1993;14/10/1993
812.41;15/10/1993;15/10/1993
813.28;16/10/1993;19/10/1993
813.79;20/10/1993;20/10/1993
816.41;21/10/1993;21/10/1993
819.26;22/10/1993;22/10/1993
819.41;23/10/1993;25/10/1993
819.44;26/10/1993;26/10/1993
819.55;27/10/1993;27/10/1993
818.98;28/10/1993;28/10/1993
660.46;27/05/1992;27/05/1992
660.16;28/05/1992;28/05/1992
660.99;29/05/1992;29/05/1992
664.37;30/05/1992;02/06/1992
666.11;03/06/1992;03/06/1992
664.30;04/06/1992;04/06/1992
666.47;05/06/1992;05/06/1992
664.36;06/06/1992;08/06/1992
665.91;09/06/1992;09/06/1992
665.92;10/06/1992;10/06/1992
667.96;11/06/1992;11/06/1992
667.52;12/06/1992;12/06/1992
669.55;13/06/1992;15/06/1992
671.36;16/06/1992;16/06/1992
675.76;17/06/1992;17/06/1992
680.17;18/06/1992;18/06/1992
678.25;19/06/1992;19/06/1992
683.37;20/06/1992;23/06/1992
690.08;24/06/1992;24/06/1992
699.09;25/06/1992;25/06/1992
701.83;26/06/1992;26/06/1992
697.57;27/06/1992;30/06/1992
695.36;01/07/1992;01/07/1992
694.43;02/07/1992;02/07/1992
693.71;03/07/1992;03/07/1992
1,043.89;14/09/1996;16/09/1996
1,042.80;17/09/1996;17/09/1996
1,038.90;18/09/1996;18/09/1996
1,035.94;19/09/1996;19/09/1996
1,037.10;20/09/1996;20/09/1996
1,037.11;21/09/1996;23/09/1996
1,038.09;24/09/1996;24/09/1996
1,040.36;25/09/1996;25/09/1996
1,030.25;26/09/1996;26/09/1996
1,027.68;27/09/1996;27/09/1996
1,025.06;28/09/1996;30/09/1996
1,027.08;01/10/1996;01/10/1996
1,030.54;02/10/1996;02/10/1996
1,019.17;03/10/1996;03/10/1996
1,015.24;04/10/1996;04/10/1996
1,014.99;05/10/1996;07/10/1996
1,012.56;08/10/1996;08/10/1996
1,010.32;09/10/1996;09/10/1996
1,012.27;10/10/1996;10/10/1996
764.79;13/03/1993;15/03/1993
1,013.12;11/10/1996;11/10/1996
1,015.07;12/10/1996;15/10/1996
1,019.22;16/10/1996;16/10/1996
1,018.50;17/10/1996;17/10/1996
1,015.24;18/10/1996;18/10/1996
1,016.87;19/10/1996;21/10/1996
1,018.33;22/10/1996;22/10/1996
1,018.04;23/10/1996;23/10/1996
1,017.52;24/10/1996;24/10/1996
1,015.49;25/10/1996;25/10/1996
1,011.69;26/10/1996;28/10/1996
774.94;30/04/1993;30/04/1993
773.82;01/05/1993;03/05/1993
775.53;04/05/1993;04/05/1993
776.99;05/05/1993;05/05/1993
777.88;06/05/1993;06/05/1993
778.17;07/05/1993;07/05/1993
777.17;08/05/1993;10/05/1993
777.75;11/05/1993;11/05/1993
779.41;12/05/1993;12/05/1993
3,095.39;20/03/2019;20/03/2019
3,186.43;28/03/2019;28/03/2019
3,237.98;26/04/2019;26/04/2019
3,262.17;03/05/2019;03/05/2019
3,274.30;11/05/2019;13/05/2019
3,344.45;22/05/2019;22/05/2019
3,358.84;25/05/2019;28/05/2019
3,377.16;01/06/2019;04/06/2019
3,306.37;05/06/2019;05/06/2019
3,296.87;06/06/2019;06/06/2019
3,288.69;07/06/2019;07/06/2019
3,249.56;12/06/2019;12/06/2019
3,270.70;15/06/2019;17/06/2019
3,177.94;27/06/2019;27/06/2019
3,197.23;28/06/2019;28/06/2019
3,205.67;29/06/2019;02/07/2019
3,211.06;03/07/2019;03/07/2019
3,212.91;11/07/2019;11/07/2019
3,190.66;16/07/2019;16/07/2019
3,199.72;17/07/2019;17/07/2019
3,189.21;18/07/2019;18/07/2019
3,188.01;24/07/2019;24/07/2019
3,194.67;25/07/2019;25/07/2019
3,213.09;26/07/2019;26/07/2019
3,233.26;27/07/2019;29/07/2019
3,459.47;06/08/2019;06/08/2019
3,394.61;09/08/2019;09/08/2019
3,436.26;13/08/2019;13/08/2019
3,385.28;22/08/2019;22/08/2019
3,399.95;24/08/2019;26/08/2019
3,464.15;30/08/2019;30/08/2019
3,427.29;31/08/2019;03/09/2019
3,373.75;11/09/2019;11/09/2019
3,372.48;12/09/2019;12/09/2019
3,359.20;13/09/2019;13/09/2019
3,356.15;14/09/2019;16/09/2019
3,364.43;17/09/2019;17/09/2019
3,437.78;24/09/2019;24/09/2019
3,438.66;25/09/2019;25/09/2019
3,462.01;28/09/2019;30/09/2019
3,458.42;11/10/2019;11/10/2019
3,431.46;12/10/2019;15/10/2019
3,451.33;16/10/2019;16/10/2019
3,428.63;19/10/2019;21/10/2019
3,430.30;23/10/2019;23/10/2019
3,409.29;24/10/2019;24/10/2019
3,318.47;06/11/2019;06/11/2019
3,434.49;20/11/2019;20/11/2019
3,445.95;21/11/2019;21/11/2019
3,469.01;27/11/2019;27/11/2019
3,522.48;30/11/2019;02/12/2019
3,508.39;03/12/2019;03/12/2019
3,506.67;04/12/2019;04/12/2019
3,459.97;06/12/2019;06/12/2019
3,322.38;20/12/2019;20/12/2019
3,305.84;25/12/2019;26/12/2019
3,277.14;31/12/2019;02/01/2020
3,262.05;04/01/2020;07/01/2020
3,264.26;08/01/2020;08/01/2020
3,313.40;17/01/2020;17/01/2020
3,320.77;18/01/2020;21/01/2020
3,366.01;25/01/2020;27/01/2020
3,423.24;01/02/2020;03/02/2020
3,368.87;05/02/2020;05/02/2020
3,355.44;06/02/2020;06/02/2020
3,378.43;07/02/2020;07/02/2020
3,408.35;08/02/2020;10/02/2020
3,539.86;29/02/2020;02/03/2020
3,803.60;10/03/2020;10/03/2020
4,034.66;13/03/2020;13/03/2020
4,099.93;17/03/2020;17/03/2020
4,044.55;18/03/2020;18/03/2020
4,079.96;21/03/2020;24/03/2020
3,978.38;07/04/2020;07/04/2020
3,910.15;08/04/2020;08/04/2020
3,920.83;16/04/2020;16/04/2020
4,039.87;25/04/2020;27/04/2020
4,039.83;28/04/2020;28/04/2020
3,961.66;07/05/2020;07/05/2020
3,880.48;13/05/2020;13/05/2020
3,824.30;20/05/2020;20/05/2020
3,743.79;28/05/2020;28/05/2020
3,723.42;29/05/2020;29/05/2020
3,565.06;06/06/2020;08/06/2020
3,599.00;09/06/2020;09/06/2020
3,643.02;10/06/2020;10/06/2020
3,674.81;11/06/2020;11/06/2020
3,758.15;13/06/2020;16/06/2020
3,749.03;18/06/2020;18/06/2020
3,760.22;19/06/2020;19/06/2020
3,756.28;01/07/2020;01/07/2020
3,633.32;07/07/2020;07/07/2020
3,631.54;08/07/2020;08/07/2020
3,625.61;09/07/2020;09/07/2020
3,611.61;16/07/2020;16/07/2020
3,690.80;25/07/2020;27/07/2020
3,739.49;31/07/2020;31/07/2020
3,733.08;01/08/2020;03/08/2020
2,605.85;04/08/2004;04/08/2004
2,609.39;05/08/2004;05/08/2004
